v_mrf,4.38
7,SMPC522A1DC0032_DE-PIAE1004_20170317_141729.dat
category,startRow,nRows,type
environmentMetaData,10,2,emd
systemMetaData,12,2,smd
vehicleInformationMetaData,14,2,vimd
visionMetaData,16,2,vmd
streamMarkingSignature,18,26,sms
vehicleMarkings,44,1126,vdmf
countryCode,gpsCoordinates,recordingLocation,recordingTime,ambientTemperature,countryStateCode,timeOfDayAuto,season,rightHandedTraffic
SE,58.4121822058668;15.5572355511995,,2017-03-17T14:17:29.000Z,,,,,
additionalSensors,leftCameraSensorType,rightCameraSensorType,savingMode,cameraID,cameraSensorTemperatureMin,cameraSensorTemperatureMean,cameraSensorTemperatureMax,softwareVersion,hardwareVersion,pitchAngleMin,pitchAngleMax,rollAngleMin,rollAngleMax,diskID,navigationSystem,cameraType,driverName,currentHorizon,calibratedHorizon,cameraAssembly,systemRelease,gpsType,navigationSystemVersion,bobFirmwareVersion,bobHardwareVersion,collectionComputerId,collectionToolVersion,dgpsAvailable,externalGpsAvailable,lidarAvailable,naviAvailable,radarAvailable,DGPSmodel
,,RGB,,SMPC522A1DC0032,,,,RC1,,,,,,,,,alexander.brandstrom,,,,,,,,,,3.0.1,,,,,,
horizontalDrivenCurvatureMaxLeft,horizontalDrivenCurvatureMaxRight,horizontalDrivenCurvatureRadius,verticalDrivenCurvatureMin,sCurvature,verticalDrivenCurvatureMax,wipers,windshieldWasher,minVelocity,maxVelocity,meanVelocity,minYawRate,maxYawRate,meanYawRate,minAcceleration,maxAcceleration,meanAcceleration,vehicle,drivenDistance,highBeamOn,longitudinalAccelerationAverage,longitudinalAccelerationMin,longitudinalAccelerationMax,lateralAccelerationAverage,lateralAccelerationMin,lateralAccelerationMax,egoVehicleBeamType,egoVehicleWindshieldType,meanPitchRate,meanRollRate
,,,,,,,false,20.8999996185303,56.0999984741211,49.6775510637823,-4.67000007629395,25.1200008392334,0.497137149267603,,,,DE-PIAE1004,0.411470624972742,false,,,,,,,,clear,,
roadUser,sky,timeOfDay,roadMaterial,roadCharacteristics,roadType,roadCover,surfaceQuality,castShadows,objects,glare,exposure,spray,precipitation,detailedPrecipitation,blockage,sight,sightValue,diffusion,destinationSet,interestingLane,interestingSign,roadCharacteristicsAutomatic,specialEvent,streetGlare,useCase,tailgatingVehicle,sunDirection,smoke,LSRroadType,trafficDensity,roadCategorySignType
,partlyCloudy,day,,,suburban,,,,,,,,none,none,none,full,,,,,,,,,,,,,,,
signedClass,signedField,signatureLevel,user,time,markingInstruction,markingInstructionSet,markingToolVersion,streamName,startFrame,endFrame
pdmf,refId,marked,simona.hodeniuc,2017-03-29T13:09:41.826Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,656
pdmf,objectType,marked,simona.hodeniuc,2017-03-29T13:09:41.826Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,656
pdmf,height,marked,simona.hodeniuc,2017-03-29T13:09:41.826Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,656
pdmf,direction,marked,simona.hodeniuc,2017-03-29T13:09:41.826Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,656
pdmf,movement,marked,simona.hodeniuc,2017-03-29T13:09:41.826Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,656
pdmf,occlusion,marked,simona.hodeniuc,2017-03-29T13:09:41.826Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,656
pdmf,headOccluded,marked,simona.hodeniuc,2017-03-29T13:09:41.826Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,656
pdmf,feetOccluded,marked,simona.hodeniuc,2017-03-29T13:09:41.826Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,656
pdmf,unsharp,marked,simona.hodeniuc,2017-03-29T13:09:41.826Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,656
pdmf,strangePose,marked,simona.hodeniuc,2017-03-29T13:09:41.826Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,656
twmf,refId,marked,simona.hodeniuc,2017-03-29T13:09:47.665Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,656
twmf,objectType,marked,simona.hodeniuc,2017-03-29T13:09:47.665Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,656
twmf,pose,marked,simona.hodeniuc,2017-03-29T13:09:47.665Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,656
twmf,lighting,marked,simona.hodeniuc,2017-03-29T13:09:47.665Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,656
twmf,occlusion,marked,simona.hodeniuc,2017-03-29T13:09:47.665Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,656
twmf,headOccluded,marked,simona.hodeniuc,2017-03-29T13:09:47.665Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,656
twmf,feetOccluded,marked,simona.hodeniuc,2017-03-29T13:09:47.665Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,656
twmf,strangePose,marked,simona.hodeniuc,2017-03-29T13:09:47.665Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,656
twmf,laneAssignment,marked,simona.hodeniuc,2017-03-29T13:09:47.665Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,656
vdmf,objectType,marked,simona.hodeniuc,2017-03-29T13:09:24.316Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,656
vdmf,pose,marked,simona.hodeniuc,2017-03-29T13:09:24.316Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,656
vdmf,lighting,marked,simona.hodeniuc,2017-03-29T13:09:24.316Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,656
vdmf,occlusion,marked,simona.hodeniuc,2017-03-29T13:09:24.316Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,656
vdmf,bottomOccluded,marked,simona.hodeniuc,2017-03-29T13:09:24.316Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,656
vdmf,laneAssignment,marked,simona.hodeniuc,2017-03-29T13:09:24.316Z,OD_development_Lab1.1,Test_files_for_Lab1.1,1.40.3,RggbLogarithmicMasterWindowA,1,656
frameNumber,streamName,refId,top,bottom,left,right,refLine,objectType,pose,lighting,occlusion,bottomOccluded,laneAssignment,turnIndicator,brakeLight,warningIndicator,distance,laneChange,movement,rotation,direction,keyFrame,lidarDistanceX,lidarDistanceY,lidarVelocityX,lidarVelocityY,occludedByRefID,calculatedDistance,box3DGroundLength,box3DGroundWidth,box3DGroundCenterX,box3DGroundCenterXSigma,box3DGroundCenterY,box3DGroundCenterYSigma,box3DClosestPointX,box3DClosestPointY,box3DOrientationAngle,box3DOrientationAngleSigma,box3DHeight,box3DRelVelocityX,box3DRelVelocityXSigma,box3DRelVelocityY,box3DRelVelocityYSigma,box3DDataSource,box3DLidarInterpolationAge,odd,isParked,attached,bothBordersFullyVisible,rightBorderOccluded,lefBorderOccluded,bothBordersOccluded
5,RggbLogarithmicMasterWindowA,8,480,491,1,17,16,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,RggbLogarithmicMasterWindowA,8,478,489,28,44,43,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,RggbLogarithmicMasterWindowA,3,494,512,1,18,1,car,rear,normal,partial,false,0,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,RggbLogarithmicMasterWindowA,8,476,487,54,70,69,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,RggbLogarithmicMasterWindowA,3,492,510,25,45,27,car,rear,normal,none,false,0,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,RggbLogarithmicMasterWindowA,8,475,486,81,97,96,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,RggbLogarithmicMasterWindowA,3,492,509,52,72,53,car,rear,normal,none,false,0,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,RggbLogarithmicMasterWindowA,8,475,486,109,125,124,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,RggbLogarithmicMasterWindowA,3,492,509,80,100,80,car,rear,normal,none,false,0,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,RggbLogarithmicMasterWindowA,8,474,485,136,152,151,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,RggbLogarithmicMasterWindowA,1,505,532,1,4,1,car,front-left,normal,full,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,RggbLogarithmicMasterWindowA,3,493,510,108,128,108,car,rear,normal,none,false,0,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,RggbLogarithmicMasterWindowA,8,475,486,164,180,179,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,RggbLogarithmicMasterWindowA,1,495,534,1,29,19,car,front-left,normal,partial,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,RggbLogarithmicMasterWindowA,3,494,511,136,156,136,car,rear,normal,none,false,0,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,RggbLogarithmicMasterWindowA,8,477,488,191,207,206,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,RggbLogarithmicMasterWindowA,1,497,538,2,54,44,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,RggbLogarithmicMasterWindowA,3,495,512,164,184,164,car,rear,normal,none,false,0,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,RggbLogarithmicMasterWindowA,8,478,489,219,235,234,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,RggbLogarithmicMasterWindowA,1,498,539,26,79,69,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,RggbLogarithmicMasterWindowA,3,495,512,192,212,192,car,rear,normal,none,false,0,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,RggbLogarithmicMasterWindowA,8,478,489,247,263,262,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,RggbLogarithmicMasterWindowA,1,498,540,50,103,94,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,RggbLogarithmicMasterWindowA,3,496,512,221,240,221,car,rear,normal,none,false,0,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,RggbLogarithmicMasterWindowA,8,479,490,275,291,290,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,RggbLogarithmicMasterWindowA,1,498,540,73,129,118,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,RggbLogarithmicMasterWindowA,3,496,512,249,268,249,car,rear,normal,none,false,0,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,RggbLogarithmicMasterWindowA,8,479,490,303,319,318,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,RggbLogarithmicMasterWindowA,1,496,538,98,154,142,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,RggbLogarithmicMasterWindowA,3,494,510,278,297,278,car,rear,normal,none,false,0,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,RggbLogarithmicMasterWindowA,8,477,488,331,347,346,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,RggbLogarithmicMasterWindowA,1,494,537,122,180,166,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,RggbLogarithmicMasterWindowA,3,492,509,306,326,306,car,rear,normal,none,false,0,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,RggbLogarithmicMasterWindowA,8,476,487,360,376,375,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,RggbLogarithmicMasterWindowA,1,492,535,147,205,190,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,RggbLogarithmicMasterWindowA,3,490,507,335,355,335,car,rear,normal,none,false,0,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,RggbLogarithmicMasterWindowA,8,474,485,388,404,403,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,RggbLogarithmicMasterWindowA,1,489,532,172,231,216,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,RggbLogarithmicMasterWindowA,3,487,503,365,384,365,car,rear,normal,none,false,0,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,RggbLogarithmicMasterWindowA,8,470,481,417,433,432,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,RggbLogarithmicMasterWindowA,1,485,529,196,257,241,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,RggbLogarithmicMasterWindowA,3,483,500,394,414,394,car,rear,normal,none,false,0,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,RggbLogarithmicMasterWindowA,8,467,478,447,463,462,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,RggbLogarithmicMasterWindowA,1,482,526,221,283,267,car,front-left,normal,none,false,-1,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,RggbLogarithmicMasterWindowA,3,480,496,424,443,424,car,rear,normal,none,false,0,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,RggbLogarithmicMasterWindowA,8,463,474,476,492,491,nondescript,front,normal,none,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
